model_cfg,label_id,tp,fp,fn,dice
sam2_hiera_t.yaml,6,158342,7716,27892,0.8989247556004678
sam2_hiera_s.yaml,6,148433,7459,37801,0.8677095572976038
sam2_hiera_b+.yaml,6,141196,5831,45038,0.8473598770933293
sam2_hiera_l.yaml,6,133810,4977,52424,0.8233929499940004
