model_cfg,label_id,tp,fp,fn,dice
sam2_hiera_t.yaml,6,161850,9411,24384,0.9054672093315991
sam2_hiera_s.yaml,6,164085,8619,22149,0.9142804606923759
sam2_hiera_b+.yaml,6,140139,4542,46095,0.8469788314219664
sam2_hiera_l.yaml,6,148658,6512,37576,0.8708626729622383
