model_cfg,label_id,tp,fp,fn,dice
sam2_hiera_t.yaml,6,161043,9959,25191,0.9016056612435477
sam2_hiera_s.yaml,6,164459,11724,21775,0.907567801731155
sam2_hiera_b+.yaml,6,157601,17550,28633,0.872205542565408
sam2_hiera_l.yaml,6,159780,18247,26454,0.8772830470459368
