model_cfg,label_id,tp,fp,fn,dice
sam2_hiera_t.yaml,1,47922,952,29343,0.7598284432253308
sam2_hiera_s.yaml,1,59662,3491,17603,0.8497770941047444
sam2_hiera_b+.yaml,1,64103,3283,13162,0.8863125730205805
sam2_hiera_l.yaml,1,58050,1062,19215,0.8513165709760443
