model_cfg,label_id,tp,fp,fn,dice
sam2_hiera_t.yaml,1,59514,1686,17751,0.8596251760372657
sam2_hiera_s.yaml,1,50449,1107,26816,0.7832418627397707
sam2_hiera_b+.yaml,1,67644,5048,9621,0.9021786245390345
sam2_hiera_l.yaml,1,46206,1755,31059,0.7379617651286474
