model_cfg,label_id,tp,fp,fn,dice
sam2_hiera_t.yaml,1,58127,1477,19138,0.8493815254002002
sam2_hiera_s.yaml,1,71240,3359,6025,0.9382078701996523
sam2_hiera_b+.yaml,1,74628,3732,2637,0.9590746987951807
sam2_hiera_l.yaml,1,66503,2312,10762,0.9105010952902519
