model_cfg,label_id,tp,fp,fn,dice
sam2_hiera_t.yaml,1,48105,965,29160,0.7615466814421973
sam2_hiera_s.yaml,1,59320,3553,17945,0.8465940715580357
sam2_hiera_b+.yaml,1,64159,3336,13106,0.8864189002486875
sam2_hiera_l.yaml,1,58269,1053,18996,0.8532144347558699
