model_cfg,label_id,tp,fp,fn,dice
sam2_hiera_t.yaml,1,0,4321,596799,0.0
sam2_hiera_t.yaml,4,107208,13230,10169,0.9016083930786536
sam2_hiera_s.yaml,1,162313,36378,434486,0.40808306829752733
sam2_hiera_s.yaml,4,109838,18797,7539,0.8929483114644814
sam2_hiera_b+.yaml,1,237261,33536,359538,0.5469388978280213
sam2_hiera_b+.yaml,4,109091,20647,8286,0.8829168605709892
sam2_hiera_l.yaml,1,512534,169044,84265,0.8018510971333183
sam2_hiera_l.yaml,4,109995,21673,7382,0.8833343371679817
